Customer_ID,Customer_Name,Age,City,Area,Tenure_Months,Items_Bought,Preferred_Category,Orders_Per_Month,Avg_Order_Value,Monthly_Spend,Payment_Method,Wallet_Usage,UPI_Usage,COD_Usage,Distance_km,Delivery_Time_Avg,Late_Delivery_Count,Avg_Rating,Complaints_Count,Refund_Amount,High_Value_Customer
C000347,Vihaan,36,Mumbai,Mylapore,21,Baby Care Products,Baby Care,2,530,1060,Wallet,17138,65518,14658,9.53,68,8,2.4,1,11826,0
C000348,Karthik,48,Hyderabad,Perungudi,57,Bakery Items,Snacks,7,5048,35336,Card,21959,65665,9212,0.67,15,11,4.7,1,13783,0
C000349,Meera,49,Chennai,T Nagar,18,Baby Care Products,Fruits,25,5810,145250,NetBanking,7682,3816,3333,4.44,15,2,4.7,1,15316,0
C000350,Reyansh,56,Bangalore,OMR,17,Snacks and Beverages,Personal Care,22,5911,130042,UPI,14414,49907,3675,6.12,65,7,1.5,3,2402,0
C000351,Ira,34,Hyderabad,OMR,37,Snacks and Beverages,Dairy,12,7961,95532,Wallet,12753,29092,872,1.76,65,13,1.4,2,10782,0
C000352,Krishna,22,Chennai,Velachery,53,Baby Care Products,Snacks,29,2726,79054,Wallet,5776,78518,5189,6.42,45,14,4.2,6,15545,0
C000353,Aditya,31,Delhi,Velachery,54,"Rice, Dal, Cooking Oil",Grocery,36,3698,133128,UPI,18427,41230,19760,4.56,55,12,4.7,7,1124,0
C000354,Karthik,38,Mumbai,Chromepet,1,"Milk, Bread, Eggs",Grocery,13,6814,88582,NetBanking,21272,32143,13862,5.78,17,1,2.4,4,8493,0
C000355,Sai,21,Hyderabad,Tambaram,37,Bakery Items,Snacks,13,1971,25623,NetBanking,4940,7722,19058,9.85,35,5,2.3,9,6219,0
C000356,Sai,55,Delhi,Velachery,25,Baby Care Products,Dairy,30,881,26430,NetBanking,13314,36899,6840,3.54,32,11,3.4,8,4871,0
C000357,Priya,30,Bangalore,Porur,28,Bakery Items,Dairy,26,4610,119860,COD,13869,72392,19772,2.55,30,6,2,6,11699,0
C000358,Ishaan,61,Mumbai,Tambaram,55,Bakery Items,Electronics,13,4967,64571,Wallet,10582,65690,4915,4.83,11,3,2.7,8,933,0
C000359,Ananya,52,Chennai,Anna Nagar,53,Bakery Items,Personal Care,21,7517,157857,NetBanking,2491,76918,7735,8.36,14,1,1.4,10,17874,1
C000360,Arjun,30,Chennai,Porur,52,Bakery Items,Grocery,16,3234,51744,Card,26963,55286,10569,11.07,62,6,1.8,1,6428,0
C000361,Ira,39,Delhi,Anna Nagar,43,Cleaning Supplies,Grocery,29,2308,66932,Card,29331,71654,10759,6.86,53,8,2.2,3,9783,0
C000362,Sai,36,Mumbai,T Nagar,17,"Rice, Dal, Cooking Oil",Household,32,1156,36992,Wallet,13423,7624,12819,0.6,33,10,2.4,7,17583,0
C000363,Priya,42,Bangalore,Anna Nagar,11,Snacks and Beverages,Grocery,29,2404,69716,NetBanking,6932,65977,16527,11.44,39,11,1.6,6,18229,0
C000364,Vihaan,24,Hyderabad,Mylapore,15,Bakery Items,Grocery,4,2644,10576,UPI,6772,62599,9112,10.48,26,11,4.2,2,3953,0
C000365,Meera,58,Chennai,Velachery,22,Frozen Foods,Fruits,13,7225,93925,NetBanking,24971,77232,14343,6.05,50,3,3.2,6,9351,0
C000366,Aditya,35,Bangalore,Adyar,24,Fruits and Vegetables,Fruits,31,5605,173755,UPI,26525,42365,4762,1.82,10,15,4.3,9,6657,1
C000367,Aditya,58,Chennai,T Nagar,18,Personal Care Items,Electronics,32,5130,164160,Wallet,10597,12935,9337,3.16,27,14,3.6,8,18759,1
C000368,Rohan,53,Pune,Tambaram,52,"Milk, Bread, Eggs",Electronics,36,7672,276192,Card,18722,28701,167,2.07,20,10,2.2,6,3460,1
C000369,Saanvi,21,Bangalore,Velachery,44,Baby Care Products,Personal Care,39,5382,209898,UPI,29159,75207,8016,5.15,15,5,2.2,6,11145,1
C000370,Arjun,59,Hyderabad,Perungudi,46,Bakery Items,Electronics,16,7639,122224,UPI,2531,27525,11481,11.16,58,5,3.4,0,11534,0
C000371,Krishna,49,Delhi,Velachery,42,Bakery Items,Grocery,9,5242,47178,Wallet,24961,7514,5784,8.96,17,13,2.1,4,6079,0
C000372,Sai,60,Hyderabad,Perungudi,58,Personal Care Items,Bakery,26,4726,122876,UPI,6304,27317,13092,8.06,28,12,2.3,5,4875,0
C000373,Aishwarya,45,Bangalore,Perungudi,38,Baby Care Products,Baby Care,40,5076,203040,Wallet,25638,45393,6081,3.71,57,11,3.2,6,8279,1
C000374,Arjun,56,Pune,Perungudi,8,Fruits and Vegetables,Dairy,9,1646,14814,Wallet,23186,76308,4287,2.52,13,5,3.3,0,11837,0
C000375,Reyansh,33,Pune,Tambaram,22,Fruits and Vegetables,Snacks,31,5471,169601,NetBanking,6828,1443,2104,7.26,51,2,1.7,7,10515,1
C000376,Diya,57,Delhi,Velachery,9,Snacks and Beverages,Bakery,22,4513,99286,COD,25956,9933,13572,9.87,10,0,3.8,1,17553,0
C000377,Reyansh,30,Delhi,Chromepet,38,Electronics Accessories,Bakery,4,3374,13496,Card,4133,38602,8762,7.16,33,3,3.8,0,378,0
C000378,Arjun,61,Bangalore,Tambaram,9,Bakery Items,Snacks,15,7971,119565,Wallet,1179,39133,6669,7.72,22,1,4,8,15378,0
C000379,Priya,31,Mumbai,Tambaram,41,Baby Care Products,Bakery,5,7870,39350,UPI,10418,41428,11579,1.33,31,6,3.3,9,5809,0
C000380,Ananya,27,Pune,Perungudi,40,Personal Care Items,Grocery,1,507,507,NetBanking,17117,2004,18182,3.34,13,2,5,10,8964,0
C000381,Nisha,62,Mumbai,Anna Nagar,9,"Rice, Dal, Cooking Oil",Personal Care,24,2113,50712,UPI,9318,7833,13926,1.68,13,12,1,4,8689,0
C000382,Diya,35,Delhi,Mylapore,25,Electronics Accessories,Grocery,3,5045,15135,Card,21316,40299,14181,7.9,41,7,2,2,7372,0
C000383,Sai,41,Delhi,Porur,37,Snacks and Beverages,Fruits,19,7260,137940,COD,1462,25886,19655,6.58,38,14,2.6,8,17509,0
C000384,Karthik,60,Chennai,Tambaram,43,"Rice, Dal, Cooking Oil",Beverages,11,5163,56793,Wallet,3829,45550,780,10.85,28,3,1.8,7,12154,0
C000385,Vihaan,49,Pune,Velachery,53,Fruits and Vegetables,Bakery,33,585,19305,UPI,17242,73830,1392,3.17,19,5,3.1,7,4647,0
C000386,Nisha,47,Pune,Adyar,43,Electronics Accessories,Snacks,19,3907,74233,COD,27926,79257,2881,8.01,51,8,4.6,7,7238,0
C000387,Lakshmi,61,Hyderabad,Adyar,3,Personal Care Items,Grocery,39,5755,224445,UPI,11498,48404,12117,5.51,47,12,2.1,5,14282,1
C000388,Arjun,29,Bangalore,T Nagar,51,Cleaning Supplies,Bakery,12,5966,71592,NetBanking,7167,57635,17009,4.2,69,12,4.9,7,15673,0
C000389,Aarav,51,Pune,OMR,34,Frozen Foods,Dairy,40,3708,148320,UPI,21851,54388,7387,11.17,49,10,1.4,5,6181,0
C000390,Saanvi,18,Pune,Mylapore,43,Frozen Foods,Electronics,19,2920,55480,UPI,13417,27083,1529,3.79,62,7,1.9,6,1558,0
C000391,Aarav,22,Delhi,Chromepet,47,"Milk, Bread, Eggs",Snacks,38,6919,262922,Wallet,15100,21568,8344,8.29,63,12,1.3,7,9143,1
C000392,Arjun,65,Chennai,Perungudi,37,Frozen Foods,Household,19,4017,76323,UPI,15391,40059,13481,7.39,12,6,3.7,1,13743,0
C000393,Saanvi,20,Mumbai,Chromepet,22,Personal Care Items,Personal Care,35,4961,173635,UPI,29163,11222,14524,10.98,24,10,2.8,7,14249,1
C000394,Krishna,25,Bangalore,Porur,54,Snacks and Beverages,Personal Care,5,6796,33980,Wallet,17606,25168,554,13.39,18,4,1.6,6,13119,0
C000395,Meera,55,Hyderabad,Tambaram,43,Electronics Accessories,Bakery,28,4101,114828,COD,20009,73474,14619,11.04,56,1,4.1,2,16765,0
C000396,Nisha,20,Hyderabad,Mylapore,27,Frozen Foods,Baby Care,33,5489,181137,Card,17312,20382,12642,5.24,26,9,2.3,10,14873,1
C000397,Rohan,18,Delhi,Adyar,59,Electronics Accessories,Dairy,34,6125,208250,Wallet,15138,1814,2642,0.81,51,5,3.4,8,3369,1
C000398,Krishna,27,Pune,Tambaram,21,"Rice, Dal, Cooking Oil",Bakery,36,3994,143784,NetBanking,15736,17842,9942,1.42,65,14,3.5,0,3334,0
C000399,Vihaan,18,Pune,Adyar,20,Baby Care Products,Baby Care,37,3032,112184,UPI,29568,76018,18038,2.73,10,7,2.8,3,16206,0
C000400,Diya,27,Bangalore,Anna Nagar,9,Cleaning Supplies,Beverages,11,2565,28215,Wallet,24809,3022,4976,8.12,12,9,1.3,6,3337,0
C000401,Aishwarya,52,Hyderabad,Mylapore,59,Electronics Accessories,Snacks,37,6182,228734,Wallet,6679,50503,5655,2.6,35,0,1.6,10,15212,1
C000402,Reyansh,53,Pune,Porur,15,"Milk, Bread, Eggs",Personal Care,20,7769,155380,COD,11036,61526,2018,6.33,69,6,4.2,6,2891,1
C000403,Nisha,24,Chennai,Mylapore,7,Frozen Foods,Household,7,6448,45136,UPI,5998,65200,463,6.7,53,11,4.3,0,16254,0
C000404,Lakshmi,38,Mumbai,Tambaram,27,Baby Care Products,Personal Care,11,3458,38038,Card,14511,68697,18472,11.26,42,12,3.4,10,12586,0
C000405,Arjun,62,Chennai,Porur,3,Electronics Accessories,Fruits,23,7133,164059,UPI,27954,7033,9483,10.14,36,8,4.8,8,15810,1
C000406,Saanvi,46,Mumbai,T Nagar,33,Fruits and Vegetables,Fruits,32,1877,60064,UPI,28831,7476,1774,3.61,23,5,4.7,4,18919,0
C000407,Sai,27,Pune,Anna Nagar,27,Personal Care Items,Personal Care,5,7298,36490,Card,22551,54272,4368,1.25,25,4,1.1,3,7851,0
C000408,Ira,64,Pune,Porur,10,"Rice, Dal, Cooking Oil",Snacks,21,6388,134148,Wallet,11768,33374,2123,0.88,61,7,1.1,7,5243,0
C000409,Aishwarya,19,Pune,Anna Nagar,44,Electronics Accessories,Snacks,31,3247,100657,Wallet,23724,26234,4648,11.97,24,9,3.3,6,906,0
C000410,Sai,37,Hyderabad,Mylapore,11,Snacks and Beverages,Bakery,8,2064,16512,Wallet,21224,45289,5344,1.73,66,9,3.6,8,13269,0
C000411,Aarav,24,Delhi,OMR,6,"Milk, Bread, Eggs",Grocery,1,3895,3895,Card,29617,43384,4298,6.58,44,6,3.7,8,4705,0
C000412,Lakshmi,36,Chennai,T Nagar,29,Bakery Items,Electronics,2,4553,9106,Wallet,7917,39711,4709,11.48,21,8,5,1,16501,0
C000413,Meera,59,Mumbai,Anna Nagar,22,Electronics Accessories,Household,25,3287,82175,Wallet,7800,4055,11303,6.03,46,5,4.2,3,3350,0
C000414,Saanvi,27,Pune,Mylapore,4,Baby Care Products,Snacks,34,6480,220320,COD,22174,41424,14363,14.27,32,9,2.7,0,15559,1
C000415,Ishaan,65,Bangalore,Porur,36,Frozen Foods,Electronics,2,585,1170,NetBanking,13775,69093,305,12.7,49,15,2.1,5,6144,0
C000416,Meera,65,Delhi,Anna Nagar,32,Snacks and Beverages,Beverages,5,3258,16290,Wallet,3320,18609,17116,3.18,64,11,1.9,1,3482,0
C000417,Priya,33,Chennai,Anna Nagar,9,Fruits and Vegetables,Electronics,27,5386,145422,UPI,27782,20465,11428,11.3,61,15,2.5,8,15590,0
C000418,Ira,49,Hyderabad,Porur,7,Bakery Items,Personal Care,6,5353,32118,NetBanking,20896,56700,18226,5.15,10,14,4.6,1,12511,0
C000419,Aarav,49,Delhi,Perungudi,58,Fruits and Vegetables,Personal Care,14,3268,45752,UPI,1674,10261,17443,12.84,47,12,4.3,5,12012,0
C000420,Aarav,52,Bangalore,Anna Nagar,16,Snacks and Beverages,Household,10,6189,61890,NetBanking,16530,10922,15534,4.8,17,8,3.8,1,17423,0
C000421,Nisha,63,Hyderabad,Porur,47,Fruits and Vegetables,Snacks,5,4049,20245,Card,1774,73283,5114,6.3,42,3,2.4,8,3391,0
C000422,Aditya,35,Pune,Chromepet,58,Baby Care Products,Snacks,5,6483,32415,Wallet,6053,66821,10444,0.82,60,4,4.4,5,13175,0
C000423,Sai,18,Mumbai,Mylapore,57,Bakery Items,Fruits,24,6378,153072,COD,21947,30462,4641,11.03,11,6,1.9,5,8218,1
C000424,Sneha,51,Chennai,Tambaram,46,Electronics Accessories,Snacks,31,4275,132525,NetBanking,10282,53965,10603,5.06,52,0,3.6,10,11647,0
C000425,Aishwarya,28,Bangalore,Mylapore,47,Fruits and Vegetables,Grocery,20,4182,83640,Wallet,11126,4066,19556,5.96,33,15,4.1,2,7991,0
C000426,Rohan,28,Delhi,Anna Nagar,3,Electronics Accessories,Dairy,37,2822,104414,Card,20680,16711,13286,12.85,33,15,1.7,2,14140,0
C000427,Aditya,35,Chennai,Anna Nagar,10,Personal Care Items,Fruits,16,2144,34304,UPI,14960,42718,4345,5.65,33,0,5,8,13496,0
C000428,Saanvi,32,Bangalore,Mylapore,49,Cleaning Supplies,Beverages,34,1985,67490,UPI,4504,31676,6453,4.17,43,8,3.7,2,11441,0
C000429,Krishna,37,Mumbai,Perungudi,9,"Rice, Dal, Cooking Oil",Electronics,39,6830,266370,COD,20001,68282,19977,12.93,57,11,5,2,12689,1
C000430,Sneha,27,Pune,Tambaram,11,Fruits and Vegetables,Fruits,38,7858,298604,Card,26917,70193,4335,0.89,24,13,2.7,4,13744,1
C000431,Ananya,24,Chennai,OMR,14,Fruits and Vegetables,Fruits,29,5635,163415,Wallet,3724,22291,15252,1.96,33,0,1.8,2,9634,1
C000432,Priya,30,Pune,Chromepet,39,"Rice, Dal, Cooking Oil",Snacks,26,7657,199082,Card,22145,58450,5809,7.09,41,14,2.7,8,7040,1
C000433,Nisha,50,Bangalore,Perungudi,45,Baby Care Products,Bakery,26,5808,151008,UPI,3520,19698,17916,8.44,59,8,3.5,7,19569,1
C000434,Lakshmi,20,Hyderabad,OMR,60,Bakery Items,Beverages,21,4864,102144,UPI,546,22576,5503,6.07,51,7,3.1,10,10495,0
C000435,Sneha,39,Pune,Adyar,36,Bakery Items,Electronics,2,4533,9066,Wallet,6906,55465,17470,11.93,57,15,3.9,9,578,0
C000436,Aishwarya,61,Hyderabad,Chromepet,51,Cleaning Supplies,Beverages,1,5424,5424,Card,6048,39509,369,9.7,33,0,2.4,5,8545,0
C000437,Karthik,58,Mumbai,Porur,54,Electronics Accessories,Snacks,40,5702,228080,COD,534,43062,557,0.79,67,11,5,6,8254,1
C000438,Aarav,48,Bangalore,Velachery,12,Fruits and Vegetables,Dairy,34,6896,234464,NetBanking,29687,29673,2662,0.64,23,15,4,1,13853,1
C000439,Aarav,22,Chennai,T Nagar,43,"Milk, Bread, Eggs",Dairy,38,3817,145046,COD,28146,33292,153,0.8,27,5,4.4,2,19923,0
C000440,Diya,55,Hyderabad,Chromepet,22,Snacks and Beverages,Fruits,28,4673,130844,Wallet,28036,54394,4166,13.07,12,8,2.5,3,11424,0
C000441,Karthik,59,Pune,Porur,60,Bakery Items,Snacks,16,6821,109136,Card,13240,3680,10818,8.16,10,2,3.1,3,4589,0
C000442,Vihaan,21,Hyderabad,Chromepet,32,Baby Care Products,Personal Care,10,1624,16240,Card,259,42122,11791,0.55,50,11,2.9,8,439,0
C000443,Saanvi,37,Bangalore,Tambaram,38,Electronics Accessories,Fruits,9,6066,54594,COD,14133,47462,17754,1.04,24,7,2.1,7,6101,0
C000444,Nisha,28,Pune,T Nagar,7,Fruits and Vegetables,Snacks,26,4842,125892,UPI,21501,28603,978,3.28,65,3,3.9,9,9702,0
C000445,Lakshmi,43,Bangalore,Velachery,39,Fruits and Vegetables,Electronics,21,7042,147882,Card,22193,2985,2953,5.54,36,7,2.4,2,8888,0
C000446,Diya,20,Delhi,Anna Nagar,44,"Rice, Dal, Cooking Oil",Beverages,34,3303,112302,Card,21927,60983,825,8.27,51,4,4.3,4,7858,0
C000447,Sneha,25,Chennai,Porur,56,Fruits and Vegetables,Bakery,23,4099,94277,COD,18795,70325,8816,13.81,28,7,3.8,3,6615,0
C000448,Krishna,43,Pune,Adyar,17,"Milk, Bread, Eggs",Dairy,25,2151,53775,Wallet,17706,56076,11911,0.62,45,3,2.1,0,3810,0
C000449,Rohan,49,Mumbai,Perungudi,14,Bakery Items,Snacks,16,7968,127488,UPI,3590,47471,4173,4.3,54,13,2.2,7,15298,0
C000450,Priya,41,Hyderabad,T Nagar,58,"Rice, Dal, Cooking Oil",Dairy,34,734,24956,Card,12715,26513,6262,13.15,53,12,3.3,7,15620,0
C000451,Meera,18,Pune,Anna Nagar,53,Cleaning Supplies,Snacks,10,5403,54030,Wallet,21379,71494,5118,13.49,16,4,4.8,6,17191,0
C000452,Aishwarya,40,Chennai,Chromepet,35,Cleaning Supplies,Electronics,14,3217,45038,Card,14738,20842,6373,3.58,33,12,4,8,44,0
C000453,Ananya,30,Mumbai,Chromepet,42,Snacks and Beverages,Baby Care,34,7409,251906,Card,8569,44930,6954,6.95,58,14,2.4,10,2618,1
C000454,Aditya,45,Delhi,Perungudi,38,Snacks and Beverages,Bakery,8,7341,58728,NetBanking,8011,71369,3746,4.14,61,14,1.4,0,172,0
C000455,Diya,48,Delhi,Perungudi,11,Snacks and Beverages,Fruits,33,5422,178926,NetBanking,10346,60146,8713,1.4,46,3,4.8,9,9158,1
C000456,Sai,27,Delhi,Porur,51,Frozen Foods,Personal Care,27,1628,43956,Wallet,7933,36856,13652,9.09,21,14,2.7,1,11819,0
C000457,Priya,44,Pune,Mylapore,60,Frozen Foods,Beverages,14,1736,24304,NetBanking,16804,16660,14074,2.12,10,2,1.4,9,16888,0
C000458,Ananya,30,Hyderabad,OMR,53,Snacks and Beverages,Personal Care,40,7373,294920,COD,14297,36573,8415,2.87,28,0,4.3,6,9519,1
C000459,Diya,65,Delhi,Mylapore,31,"Rice, Dal, Cooking Oil",Beverages,9,2201,19809,COD,5934,38672,3989,6.16,61,5,1.4,2,1994,0
C000460,Diya,39,Mumbai,Adyar,6,Personal Care Items,Personal Care,36,719,25884,Card,26538,55625,16261,1.56,32,5,4.6,7,7454,0
C000461,Rohan,59,Chennai,OMR,10,Frozen Foods,Grocery,34,5333,181322,Card,3975,5726,2701,4.11,36,8,1.1,2,3374,1
C000462,Meera,63,Bangalore,Chromepet,39,Personal Care Items,Personal Care,35,4298,150430,Wallet,14519,66423,12339,1.73,37,5,1.2,0,11454,1
C000463,Sneha,49,Bangalore,T Nagar,58,Cleaning Supplies,Beverages,33,5828,192324,UPI,17899,25090,10347,5.5,53,10,1.1,7,7925,1
C000464,Saanvi,38,Hyderabad,Chromepet,21,"Rice, Dal, Cooking Oil",Beverages,16,7843,125488,Card,12492,50556,17724,4.39,69,7,3.2,8,11005,0
C000465,Lakshmi,39,Mumbai,Anna Nagar,45,Personal Care Items,Bakery,35,3696,129360,Wallet,25680,65708,6919,11.34,34,14,2.1,1,9916,0
C000466,Sneha,24,Delhi,Perungudi,10,Frozen Foods,Dairy,2,6655,13310,UPI,21830,22866,6326,1.45,50,1,3.6,2,5071,0
C000467,Aarav,61,Pune,Anna Nagar,55,Baby Care Products,Bakery,9,2434,21906,COD,3957,17526,3944,4.18,34,5,4,4,3585,0
C000468,Saanvi,42,Pune,Porur,30,Cleaning Supplies,Fruits,22,3802,83644,NetBanking,7284,15802,11853,4.54,46,15,3.1,7,7776,0
C000469,Aishwarya,44,Pune,Tambaram,1,Bakery Items,Dairy,29,5531,160399,Card,11922,29042,15097,7.24,64,5,2.3,6,15356,1
C000470,Lakshmi,49,Pune,Adyar,22,Baby Care Products,Fruits,19,4907,93233,Card,37,18366,9665,9.88,39,15,1.1,5,10042,0
C000471,Sneha,27,Pune,Porur,3,Personal Care Items,Fruits,20,3364,67280,Card,26965,21602,8200,1.48,37,12,1.5,8,3201,0
C000472,Nisha,65,Chennai,Velachery,32,Fruits and Vegetables,Personal Care,5,4533,22665,NetBanking,2936,77871,9368,9.77,17,15,4.6,1,19172,0
C000473,Nisha,43,Chennai,Tambaram,49,Baby Care Products,Fruits,26,5583,145158,COD,23272,39700,5520,2.87,48,9,2.5,10,1444,0
C000474,Aarav,38,Mumbai,OMR,47,Personal Care Items,Household,35,7119,249165,UPI,3268,37007,910,8.63,10,5,2.7,4,6990,1
C000475,Reyansh,65,Delhi,Mylapore,29,Personal Care Items,Personal Care,38,1925,73150,Wallet,9507,58149,6236,12.07,17,9,1.7,6,6521,0
C000476,Ananya,61,Delhi,Perungudi,32,Personal Care Items,Dairy,40,4707,188280,Card,28283,37017,7775,5.84,27,10,1.6,8,432,1
C000477,Lakshmi,39,Chennai,Mylapore,2,Bakery Items,Fruits,13,1565,20345,NetBanking,9320,19187,4931,4.55,52,15,1.4,4,3339,0
C000478,Vihaan,58,Bangalore,Perungudi,11,Electronics Accessories,Household,17,2076,35292,Card,21617,20282,13160,6.08,23,7,1.8,2,10681,0
C000479,Ananya,34,Mumbai,Porur,55,Bakery Items,Beverages,34,5941,201994,Wallet,24367,27665,9606,6.24,46,3,3.3,2,3364,1
C000480,Aishwarya,61,Pune,T Nagar,1,Bakery Items,Bakery,15,2618,39270,COD,9522,45918,2546,1.51,47,6,2.8,10,14358,0
C000481,Ira,49,Delhi,Velachery,6,Personal Care Items,Personal Care,39,5702,222378,UPI,9736,7352,528,3.79,42,0,4.2,2,14872,1
C000482,Reyansh,55,Mumbai,T Nagar,3,Electronics Accessories,Grocery,30,4848,145440,NetBanking,3040,68327,2245,7.12,14,9,1.9,0,19194,0
C000483,Priya,49,Pune,Porur,41,"Rice, Dal, Cooking Oil",Bakery,33,2096,69168,Card,22470,16740,16517,8.72,38,6,2.8,8,14875,0
C000484,Rohan,18,Pune,Perungudi,28,Fruits and Vegetables,Electronics,14,1007,14098,UPI,20172,54993,11513,9.58,53,4,4.4,6,19806,0
C000485,Nisha,48,Delhi,Velachery,14,Personal Care Items,Snacks,21,7083,148743,Card,21626,19063,11500,14.4,53,13,2.5,8,14283,0
C000486,Karthik,46,Mumbai,Chromepet,30,Personal Care Items,Snacks,26,7579,197054,COD,28919,28155,19999,9.14,13,7,2.7,0,5771,1
C000487,Vihaan,65,Mumbai,Velachery,21,Baby Care Products,Beverages,21,7315,153615,Card,15964,17310,9074,12.72,12,5,4.7,8,11930,1
C000488,Krishna,38,Chennai,OMR,54,Fruits and Vegetables,Fruits,5,6926,34630,NetBanking,29756,53782,18671,6.48,48,6,4.3,7,17334,0
C000489,Saanvi,39,Pune,T Nagar,45,Fruits and Vegetables,Beverages,2,6349,12698,Wallet,11285,21802,1062,13.86,70,3,1.4,2,5583,0
C000490,Aarav,46,Pune,OMR,29,"Rice, Dal, Cooking Oil",Personal Care,22,2963,65186,Card,22954,64580,7237,2.15,23,8,2,5,10216,0
C000491,Krishna,56,Delhi,Chromepet,25,Baby Care Products,Electronics,25,7182,179550,UPI,4813,12881,11153,3.24,33,12,3.6,9,7959,1
C000492,Ishaan,23,Chennai,T Nagar,58,Electronics Accessories,Snacks,25,1393,34825,Wallet,15654,7487,6519,2.35,39,12,2.4,7,14966,0
C000493,Diya,44,Hyderabad,Chromepet,8,Cleaning Supplies,Personal Care,20,5946,118920,Wallet,24417,57167,8721,12.29,61,12,4.4,2,2681,0
C000494,Meera,41,Mumbai,T Nagar,24,Personal Care Items,Electronics,33,1951,64383,NetBanking,943,10051,4864,10.95,57,4,1.7,4,4389,0
C000495,Ira,40,Pune,Porur,10,"Rice, Dal, Cooking Oil",Bakery,37,5550,205350,UPI,16472,7090,13150,3.46,12,10,1.9,1,13091,1
C000496,Karthik,52,Pune,Perungudi,53,Frozen Foods,Snacks,21,4580,96180,COD,12673,38246,9004,2.02,55,5,1.5,2,19545,0
C000497,Ira,62,Hyderabad,Mylapore,35,Cleaning Supplies,Bakery,38,7550,286900,Wallet,21188,78537,19103,4.01,14,10,2.6,2,6551,1
C000498,Saanvi,42,Bangalore,Tambaram,42,Baby Care Products,Grocery,21,2977,62517,UPI,12787,16343,15795,11.97,37,7,2,7,538,0
C000499,Krishna,65,Chennai,Anna Nagar,50,Cleaning Supplies,Grocery,6,3423,20538,Wallet,25850,64222,12019,9.99,45,15,4.6,5,14451,0
C000500,Sai,60,Pune,Adyar,11,"Rice, Dal, Cooking Oil",Personal Care,36,2855,102780,Wallet,19192,66899,19653,6.53,64,8,4.9,10,19928,0
C000501,Vihaan,30,Delhi,Adyar,54,Bakery Items,Electronics,36,7307,263052,UPI,17047,5182,5476,3.92,29,3,3,3,1150,1
C000502,Sneha,34,Hyderabad,OMR,27,Cleaning Supplies,Dairy,31,3005,93155,Wallet,5499,57786,9874,14.15,10,3,2.1,1,10156,0
C000503,Ananya,62,Delhi,T Nagar,53,Cleaning Supplies,Bakery,10,6622,66220,Wallet,13377,49737,18824,11,41,1,3.9,0,11295,0
C000504,Saanvi,31,Bangalore,Tambaram,57,Cleaning Supplies,Snacks,22,4886,107492,Card,16236,36170,3549,0.73,36,12,2.5,7,16341,0
C000505,Reyansh,41,Chennai,OMR,25,"Rice, Dal, Cooking Oil",Baby Care,31,7155,221805,COD,6612,21483,14056,7.19,26,0,4.3,8,19694,1
C000506,Aarav,28,Chennai,Porur,19,Personal Care Items,Fruits,37,6953,257261,Card,29059,53735,9194,1.82,41,9,2,10,5963,1
C000507,Lakshmi,51,Delhi,T Nagar,45,Fruits and Vegetables,Baby Care,36,4801,172836,COD,27075,42222,12455,11.28,19,6,2,9,16116,1
C000508,Priya,18,Pune,Mylapore,52,Cleaning Supplies,Bakery,20,2664,53280,UPI,29325,27839,17097,5.15,21,6,1.4,10,110,0
C000509,Ishaan,62,Chennai,Velachery,40,Bakery Items,Snacks,37,5453,201761,Card,5987,1592,15113,1.94,19,4,3.2,5,3058,1
C000510,Arjun,46,Bangalore,Perungudi,12,"Rice, Dal, Cooking Oil",Baby Care,18,5910,106380,Wallet,9255,16674,15007,13.19,42,8,1.4,5,15718,0
C000511,Vihaan,49,Mumbai,Porur,41,"Milk, Bread, Eggs",Beverages,39,3335,130065,COD,21885,59295,10376,2.47,50,12,3.9,2,8613,0
C000512,Lakshmi,65,Mumbai,Chromepet,16,Electronics Accessories,Dairy,24,1835,44040,UPI,19393,19917,19568,5.84,52,6,3.8,4,13993,0
C000513,Aditya,26,Chennai,Tambaram,6,Baby Care Products,Fruits,18,3895,70110,Card,21792,71530,8381,7.26,24,2,3,0,3292,0
C000514,Aishwarya,50,Bangalore,Mylapore,30,"Milk, Bread, Eggs",Electronics,26,637,16562,Wallet,26500,54882,19518,4.45,15,11,2.9,9,19098,0
C000515,Saanvi,29,Pune,Perungudi,13,Snacks and Beverages,Bakery,10,1778,17780,COD,15233,9593,1296,0.65,70,7,2.5,1,12322,0
C000516,Sneha,31,Pune,Mylapore,14,Fruits and Vegetables,Bakery,23,6685,153755,Wallet,22000,5475,4481,3.99,39,2,3.1,8,13296,1
C000517,Sneha,27,Delhi,OMR,7,Fruits and Vegetables,Electronics,27,3487,94149,Card,16697,60183,16936,4.87,47,6,4.8,5,2696,0
C000518,Ananya,51,Mumbai,Tambaram,16,Frozen Foods,Fruits,25,6924,173100,Card,4644,26129,1669,1.05,30,15,2.3,10,13571,1
C000519,Priya,27,Bangalore,OMR,47,Snacks and Beverages,Fruits,20,6515,130300,NetBanking,14597,39725,5751,14.71,58,9,3.5,10,6102,0
C000520,Priya,27,Bangalore,Chromepet,2,Personal Care Items,Household,12,4974,59688,NetBanking,25836,12152,17563,2.35,31,3,3.6,7,18134,0
C000521,Aarav,42,Bangalore,Porur,28,"Rice, Dal, Cooking Oil",Snacks,5,7196,35980,Card,13488,5674,11523,7,29,1,1.1,9,8526,0
